time_s,ax_m_s2,ay_m_s2,az_m_s2
0.006821000002673827,0.0796072052001953,-0.9331400970458984,9.53131680908203
0.017618899990338832,-0.9600748657226562,2.673724703979492,9.674968908691406
0.023325799993472174,-1.6675614562988281,-0.1370680450439453,9.795876092529296
0.03199029999086633,-1.9991583862304687,1.687912170410156,9.791686239624022
0.03864210000028834,0.09516951599121093,-2.587533444213867,9.515155947875977
0.047980299990740605,-1.483806478881836,3.046621612548828,9.702502227783203
0.0571462999942014,0.22864625854492185,-1.6897078216552734,9.460687860107422
0.06326779999653809,-0.21428104858398436,0.6835445739746093,9.49300958251953
0.06908400000247639,-0.9409212524414062,-2.1511901916503904,9.629479077148437
0.07479689999308903,-0.05626373901367187,0.10235212097167969,9.541492166137695
0.0805833999911556,-1.2114660400390624,-1.763329522705078,9.694122521972655
0.08614010000019334,0.07003039855957031,-0.5309142181396485,9.454103805541992
0.09205149998888373,-1.3832500091552733,-1.2401964599609374,9.740809454345703
0.09780740000132937,0.19153613281249998,-0.9864110839843749,9.503184939575196
0.10334649999276735,-1.4891934326171874,-0.6967126831054687,9.688735568237304
0.10862349999661092,-0.9205705383300781,2.6294319732666014,9.676764559936522
0.11436809999577235,-1.6807295654296874,-0.0909796630859375,9.823409411621093
0.12013159999332856,-0.7068880401611328,2.2577321655273437,9.584587796020507
0.12556999998923857,-1.7561469177246092,0.5111620544433594,9.780912332153319
0.13186409999616444,0.29568390502929687,-2.048838070678711,9.445724099731445
0.13745419999759179,-1.9015946685791014,1.0498574279785156,9.78689783630371
0.14281089999713004,-0.32920272827148434,1.3575123413085937,9.509768994140625
0.15118790000269655,-0.19692308654785154,-2.7581203125,9.51874725036621
0.1567185000021709,-2.0069395416259765,2.5923218475341794,9.828796365356444
0.16528669999388512,-1.647809292602539,3.030460751342773,9.779715231323241
0.1731456999987131,-0.9133879333496093,2.513313192749023,9.687538467407226
0.18278609999106266,-1.3934253662109375,-1.3365630767822265,9.783306533813477
0.19131719999131747,-1.791461392211914,0.6470329986572265,9.762955819702148
0.20090440000058152,0.24959552307128904,-1.3593079925537108,9.476250170898437
0.21153889999550302,-0.7661445312499999,2.2930466400146483,9.617508068847656
0.22063969999726396,-1.4939818359375,-0.9085995300292968,9.772532626342773
0.22832919999200385,-1.8447323791503905,1.0576385833740234,9.801861596679688
0.23620329999539535,-2.0566192260742184,2.346916177368164,9.84435867614746
0.24441649999062065,-1.744774459838867,2.991554974365234,9.791686239624022
0.25245289999293163,-1.0564414825439452,2.7844565307617186,9.699509475708007
0.2596244000014849,-0.3447650390625,1.5292963104248045,9.515155947875977
0.2658037999935914,-1.9566613067626952,1.3940239166259765,9.824007962036132
0.27230659998895135,0.13646949462890623,-2.408566870117187,9.517550149536133
0.278381600001012,-1.1270704315185547,2.8622680847167965,9.639055883789062
0.28491719999874476,-1.5538368774414062,-0.6979097839355468,9.750386260986328
0.2915878999920096,-0.5746083984375,-2.61746096496582,9.643245736694336
0.2975061999895843,-0.2807201446533203,1.2378022583007813,9.572018237304688
0.3036214000021573,-0.8182184173583984,-2.4486697479248045,9.648632690429688
0.3094744999980321,-0.12569558715820311,0.6637924102783203,9.504382040405273
0.3154461999947671,-2.009932293701172,1.9967641845703124,9.8311905670166
0.3221895000024233,-1.6106991668701172,-0.3908534210205078,9.770736975097655
0.3280398999922909,-0.7978677032470702,2.484582772827148,9.631873278808593
0.3341212999948766,-1.6921020233154296,0.19692308654785154,9.779116680908203
0.3399368999962462,0.24361001892089842,-1.9087772735595703,9.496600885009766
0.34550719999242574,-1.85131643371582,0.8128314636230468,9.78629928588867
0.35142809999524616,0.258573779296875,-2.2296002960205077,9.455899456787108
0.356612599993241,-1.9686323150634764,1.3377601776123047,9.852139831542969
